0,109832769,0.2173231,0
1,109832768.855425,0.279523088097717,0.0823747168244967
2,109832768.669479,0.359522449047252,0.188322079981942
3,109832768.430256,0.462442632686097,0.324624695312259
4,109832768.122662,0.594777890347269,0.499883242115862
5,109832767.727016,0.764995459032962,0.725311328918439
6,109832767.2179,0.984031098143941,1.01539175918667
7,109832766.563297,1.26565931784828,1.3883668442122
8,109832765.721718,1.62772970167081,1.86787573143121
9,109832764.638738,2.09365722198624,2.48492810976402
10,109832763.245074,2.69324931550679,3.27899955161836
11,109832761.453584,3.46399712769166,4.29974157389078
12,109832759.150863,4.45469071378327,5.61176945038278
13,109832756.187082,5.72979025459876,7.3004512613066
14,109832752.373362,7.37055638332978,9.47340485552198
15,109832747.467928,9.48100750777116,12.2683874633534
16,109832741.166335,12.1921240558501,15.858863594306
17,109832733.058284,15.6804278271075,20.4786108907698
18,109832722.622607,20.1701391790481,26.4245770307463
19,109832709.192817,25.9479977599971,34.076507980329
20,109832691.938232,33.3713855024034,43.9077051496699
21,109832669.758105,42.9138723425846,56.5453456999394
22,109832641.204539,55.1983799453287,72.8144043579725
23,109832604.463814,71.0052152612701,93.7482935133457
24,109832557.198052,91.3401902933431,120.679080626377
25,109832496.491276,117.457828958913,155.268218530851
26,109832418.395418,151.056676260765,199.765229194805
27,109832317.858256,194.310300935393,257.048766101826
28,109832188.588221,249.925455843117,330.703645919457
29,109832022.33048,321.453506424204,425.433336719972
30,109831808.899632,412.995892742867,547.321798500928
31,109831697.398396,390.269935765346,681.54899135137
32,109831594.714663,366.813486775469,807.689173803666
33,109831498.201452,344.766487098914,926.249384277682
34,109831407.485522,324.043694621873,1037.68810693762
35,109831322.223606,304.566711883885,1142.42700488861
36,109831242.090183,286.26119241852,1240.86594814741
37,109831166.776217,269.056554950426,1333.38455097621
38,109831095.989168,252.885983395331,1420.34217188264
39,109831029.453092,237.686451958264,1502.07777888135
40,109830966.912755,223.399663757085,1578.90490415976
41,109830908.132208,209.971726336685,1651.11338909336
42,109830852.887279,197.351436908637,1718.97860724653
43,109830800.965098,185.490173067673,1782.76205239155
44,109830752.164092,174.341892791677,1842.71133850863
45,109830706.294018,163.863141206534,1899.06016347149
46,109830663.178396,154.013606406985,1952.02532111655
47,109830622.654587,144.756138844333,2001.80659708114
48,109830584.568225,136.055477298272,2048.59362064264
49,109830548.772684,127.878128800491,2092.56651065157
50,109830515.129079,120.192368634678,2133.89587553158
51,109830483.506274,112.968241412399,2172.74280750878
52,109830453.78226,106.177876477345,2209.25718698203
53,109830425.844891,99.7956566330884,2243.57677529351
54,109830399.587872,93.7973002749139,2275.83215081801
55,109830374.91021,88.1597374521113,2306.14737557015
56,109830351.716218,82.8611098679767,2334.63999520439
57,109830329.915529,77.8807744697195,2361.42101971229
58,109830309.424452,73.1996131888635,2386.59325798793
59,109830290.165137,68.7998422413606,2410.25234346113
60,109830272.06364,64.6645695632868,2432.48911397912
61,109830255.050136,60.7778449564175,2453.38934219572
